DATA,V,I,T,SOC
2024-06-25 10:35:00,1338.9,0.2,41.1,100.0
2024-06-25 10:40:00,1338.9,0.2,41.2,100.0
2024-06-25 10:45:00,1338.9,0.0,41.3,100.0
2024-06-25 10:50:00,1338.9,0.2,41.3,100.0
2024-06-25 10:55:00,1338.9,0.1,41.4,100.0
2024-06-25 11:00:00,1338.9,0.0,41.4,100.0
2024-06-25 11:05:00,1338.9,0.3,41.5,100.0
2024-06-25 11:10:00,1339.0,0.1,41.5,100.0
2024-06-25 11:15:00,1339.0,0.1,41.5,100.0
2024-06-25 11:20:00,1339.0,0.1,41.6,100.0
2024-06-25 11:25:00,1339.0,0.3,41.7,100.0
2024-06-25 11:30:00,1339.0,0.1,41.7,100.0
2024-06-25 11:35:00,1339.0,0.1,41.6,100.0
2024-06-25 11:40:00,1339.0,0.2,41.6,100.0
2024-06-25 11:45:00,1339.0,0.5,41.6,100.0
2024-06-25 11:50:00,1339.1,0.2,41.6,100.0
2024-06-25 11:55:00,1339.0,0.0,41.7,100.0
2024-06-25 12:00:00,1339.0,0.2,41.7,100.0
2024-06-25 12:05:00,1339.0,0.9,41.7,100.0
2024-06-25 12:10:00,1338.9,-0.1,41.8,100.0
2024-06-25 12:15:00,1339.1,0.3,41.9,100.0
2024-06-25 12:20:00,1339.0,0.1,41.9,100.0
2024-06-25 12:25:00,1339.1,0.1,41.9,100.0
2024-06-25 12:30:00,1339.1,0.0,41.9,100.0
2024-06-25 12:35:00,1339.1,0.4,41.9,100.0
2024-06-25 12:40:00,1339.1,0.2,41.9,100.0
2024-06-25 12:45:00,1339.1,0.2,42.0,100.0
2024-06-25 12:50:00,1339.0,0.3,42.1,100.0
2024-06-25 12:55:00,1339.1,0.2,42.1,100.0
2024-06-25 13:00:00,1339.1,0.1,42.2,100.0
2024-06-25 13:05:00,1339.1,0.3,42.1,100.0
2024-06-25 13:10:00,1339.1,0.2,42.2,100.0
2024-06-25 13:15:00,1339.1,0.1,42.3,100.0
2024-06-25 13:20:00,1339.1,0.0,42.3,100.0
2024-06-25 13:25:00,1339.1,0.1,42.5,100.0
2024-06-25 13:30:00,1339.1,0.1,42.5,100.0
2024-06-25 13:35:00,1339.0,0.0,42.6,100.0
2024-06-25 13:40:00,1339.1,0.4,42.7,100.0
2024-06-25 13:45:00,1339.2,0.1,42.7,100.0
2024-06-25 13:50:00,1339.2,0.3,42.8,100.0
2024-06-25 13:55:00,1339.2,0.2,42.9,100.0
2024-06-25 14:00:00,1339.1,-0.1,42.8,100.0
2024-06-25 14:05:00,1339.2,0.0,42.9,100.0
2024-06-25 14:10:00,1339.3,0.2,43.0,100.0
2024-06-25 14:15:00,1339.2,0.3,43.0,100.0
2024-06-25 14:20:00,1339.2,0.3,43.1,100.0
2024-06-25 14:25:00,1339.2,0.2,43.2,100.0
2024-06-25 14:30:00,1339.2,0.7,43.2,100.0
2024-06-25 14:35:00,1339.2,0.2,43.3,100.0
2024-06-25 14:40:00,1339.2,0.2,43.4,100.0
2024-06-25 14:45:00,1339.3,0.3,43.4,100.0
2024-06-25 14:50:00,1339.2,0.3,43.4,100.0
2024-06-25 14:55:00,1339.2,0.2,43.5,100.0
2024-06-25 15:00:00,1339.2,0.2,43.5,100.0
2024-06-25 15:05:00,1339.2,0.2,43.6,100.0
2024-06-25 15:10:00,1339.2,0.3,43.7,100.0
2024-06-25 15:15:00,1339.2,0.5,43.7,100.0
2024-06-25 15:20:00,1339.2,0.3,43.8,100.0
2024-06-25 15:25:00,1339.2,0.1,43.9,100.0
2024-06-25 15:30:00,1339.2,0.2,44.0,100.0
2024-06-25 15:35:00,1339.3,0.6,44.1,100.0
2024-06-25 15:40:00,1339.3,0.1,44.1,100.0
2024-06-25 15:45:00,1339.2,0.3,44.2,100.0
2024-06-25 15:50:00,1339.3,-0.1,44.2,100.0
2024-06-25 15:55:00,1339.2,0.1,44.2,100.0
2024-06-25 16:00:00,1339.2,0.1,44.3,100.0
2024-06-25 16:05:00,1339.3,0.4,44.4,100.0
2024-06-25 16:10:00,1339.2,0.4,44.4,100.0
2024-06-25 16:15:00,1339.3,0.2,44.4,100.0
2024-06-25 16:20:00,1339.3,0.1,44.5,100.0
2024-06-25 16:25:00,1339.3,0.4,44.6,100.0
2024-06-25 16:30:00,1339.3,0.3,44.7,100.0
2024-06-25 16:35:00,1339.3,0.4,44.7,100.0
2024-06-25 16:40:00,1339.2,0.3,44.7,100.0
2024-06-25 16:45:00,1339.2,0.2,44.8,100.0
2024-06-25 16:50:00,1339.3,0.4,44.8,100.0
2024-06-25 16:55:00,1339.3,0.4,44.9,100.0
2024-06-25 17:00:00,1339.3,0.1,45.0,100.0
2024-06-25 17:05:00,1339.3,0.2,45.0,100.0
2024-06-25 17:10:00,1339.3,0.1,45.1,100.0
2024-06-25 17:15:00,1339.3,0.4,45.1,100.0
2024-06-25 17:20:00,1339.3,0.1,45.2,100.0
2024-06-25 17:25:00,1339.3,0.4,45.2,100.0
2024-06-25 17:30:00,1339.4,0.1,45.2,100.0
2024-06-25 17:35:00,1339.2,0.2,45.2,100.0
2024-06-25 17:40:00,1339.3,0.1,45.3,100.0
2024-06-25 17:45:00,1339.3,0.3,45.3,100.0
2024-06-25 17:50:00,1339.4,0.3,45.3,100.0
2024-06-25 17:55:00,1339.3,0.3,45.3,100.0
2024-06-25 18:00:00,1339.3,0.4,45.3,100.0
2024-06-25 18:05:00,1339.3,0.5,45.4,100.0
2024-06-25 18:10:00,1339.3,0.2,45.4,100.0
2024-06-25 18:15:00,1339.3,0.1,45.5,100.0
2024-06-25 18:20:00,1339.4,0.5,45.5,100.0
2024-06-25 18:25:00,1339.3,0.4,45.5,100.0
2024-06-25 18:30:00,1339.3,0.1,45.5,100.0
2024-06-25 18:35:00,1339.3,0.2,45.6,100.0
2024-06-25 18:40:00,1339.4,0.2,45.6,100.0
2024-06-25 18:45:00,1339.4,0.2,45.6,100.0
2024-06-25 18:50:00,1339.4,0.1,45.6,100.0
2024-06-25 18:55:00,1339.3,0.3,45.6,100.0
2024-06-25 19:00:00,1339.4,0.3,45.6,100.0
2024-06-25 19:05:00,1339.4,0.2,45.7,100.0
2024-06-25 19:10:00,1339.3,0.3,45.7,100.0
2024-06-25 19:15:00,1339.4,0.3,45.7,100.0
2024-06-25 19:20:00,1339.3,0.2,45.7,100.0
2024-06-25 19:25:00,1339.3,0.2,45.7,100.0
2024-06-25 19:30:00,1339.4,0.4,45.7,100.0
2024-06-25 19:35:00,1339.4,0.3,45.7,100.0
2024-06-25 19:40:00,1339.3,0.4,45.6,100.0
2024-06-25 19:45:00,1339.3,0.2,45.6,100.0
2024-06-25 19:50:00,1339.3,0.3,45.6,100.0
2024-06-25 19:55:00,1339.3,0.4,45.6,100.0
2024-06-25 20:00:00,1339.3,0.1,45.6,100.0
2024-06-25 20:05:00,1339.3,0.3,45.5,100.0
2024-06-25 20:10:00,1339.3,0.2,45.6,100.0
2024-06-25 20:15:00,1339.4,0.0,45.5,100.0
2024-06-25 20:20:00,1339.3,0.3,45.5,100.0
2024-06-25 20:25:00,1339.3,0.2,45.5,100.0
2024-06-25 20:30:00,1339.3,0.1,45.5,100.0
2024-06-25 20:35:00,1339.3,0.3,45.5,100.0
2024-06-25 20:40:00,1339.3,0.2,45.5,100.0
2024-06-25 20:45:00,1339.2,0.1,45.4,100.0
2024-06-25 20:50:00,1339.3,0.0,45.4,100.0
2024-06-25 20:55:00,1339.3,0.0,45.3,100.0
2024-06-25 21:00:00,1339.2,0.1,45.3,100.0
2024-06-25 21:05:00,1339.2,0.1,45.3,100.0
2024-06-25 21:10:00,1339.1,0.2,45.2,100.0
2024-06-25 21:15:00,1339.1,0.6,41.3,100.0
2024-06-25 21:20:00,1339.0,0.2,38.0,100.0
2024-06-25 21:25:00,1339.1,0.1,38.2,100.0
2024-06-25 21:30:00,1338.9,0.3,38.4,100.0
2024-06-25 21:35:00,1338.9,0.3,37.3,100.0
2024-06-25 21:40:00,1339.0,0.3,37.0,100.0
2024-06-25 21:45:00,1338.9,0.1,37.2,100.0
2024-06-25 21:50:00,1339.1,0.1,37.0,100.0
2024-06-25 21:55:00,1338.8,0.4,36.4,100.0
2024-06-25 22:00:00,1338.8,-0.1,36.6,100.0
2024-06-25 22:05:00,1338.9,0.1,36.7,100.0
2024-06-25 22:10:00,1338.8,1.4,35.9,100.0
2024-06-25 22:15:00,1338.9,1.3,35.9,100.0
2024-06-25 22:20:00,1338.7,0.6,36.0,100.0
2024-06-25 22:25:00,1338.9,0.0,35.7,100.0
2024-06-25 22:30:00,1338.8,1.3,34.7,100.0
2024-06-25 22:35:00,1338.8,0.1,34.9,100.0
2024-06-25 22:40:00,1338.8,1.4,35.1,100.0
2024-06-25 22:45:00,1339.0,0.6,34.1,100.0
2024-06-25 22:50:00,1339.0,0.0,33.8,100.0
2024-06-25 22:55:00,1338.9,0.0,33.9,100.0
2024-06-25 23:00:00,1339.1,0.9,34.2,100.0
2024-06-25 23:05:00,1338.8,0.2,34.0,100.0
2024-06-25 23:10:00,1338.8,0.8,33.9,100.0
2024-06-25 23:15:00,1338.8,1.4,34.0,100.0
2024-06-25 23:20:00,1338.8,0.2,34.2,100.0
2024-06-25 23:25:00,1338.9,1.3,33.5,100.0
2024-06-25 23:30:00,1338.8,1.2,33.5,100.0
2024-06-25 23:35:00,1338.8,1.4,33.6,100.0
2024-06-25 23:40:00,1338.8,-0.1,33.8,100.0
2024-06-25 23:45:00,1338.8,1.4,33.0,100.0
2024-06-25 23:50:00,1339.0,-0.1,33.1,100.0
2024-06-25 23:55:00,1338.7,1.6,33.2,100.0
2024-06-26 00:00:00,1338.8,0.0,33.3,100.0
2024-06-26 00:05:00,1338.6,0.1,32.7,100.0
2024-06-26 00:10:00,1338.8,1.3,32.8,100.0
2024-06-26 00:15:00,1338.7,1.4,33.0,100.0
2024-06-26 00:20:00,1338.7,0.2,33.1,100.0
2024-06-26 00:25:00,1338.5,1.3,32.2,100.0
2024-06-26 00:30:00,1338.7,0.1,32.3,100.0
2024-06-26 00:35:00,1338.7,0.1,32.5,100.0
2024-06-26 00:40:00,1338.8,0.7,32.7,100.0
2024-06-26 00:45:00,1338.7,0.1,31.6,100.0
2024-06-26 00:50:00,1338.7,0.2,31.7,100.0
2024-06-26 00:55:00,1338.8,1.3,31.8,100.0
2024-06-26 01:00:00,1338.7,1.4,32.1,100.0
2024-06-26 01:05:00,1338.6,1.4,31.0,100.0
2024-06-26 01:10:00,1338.7,1.6,31.1,100.0
2024-06-26 01:15:00,1338.8,1.6,31.3,100.0
2024-06-26 01:20:00,1338.6,1.4,31.4,100.0
2024-06-26 01:25:00,1338.7,0.4,31.1,100.0
2024-06-26 01:30:00,1338.6,1.1,30.7,100.0
2024-06-26 01:35:00,1338.7,1.3,30.9,100.0
2024-06-26 01:40:00,1338.7,1.5,31.1,100.0
2024-06-26 01:45:00,1338.7,1.1,30.8,100.0
2024-06-26 01:50:00,1338.3,1.5,30.2,100.0
2024-06-26 01:55:00,1338.6,1.0,30.3,100.0
2024-06-26 02:00:00,1338.7,1.4,30.5,100.0
2024-06-26 02:05:00,1338.5,1.4,30.7,100.0
2024-06-26 02:10:00,1338.6,1.4,29.6,100.0
2024-06-26 02:15:00,1338.6,1.1,29.6,100.0
2024-06-26 02:20:00,1338.6,1.2,29.8,100.0
2024-06-26 02:25:00,1338.8,1.0,30.1,100.0
2024-06-26 02:30:00,1338.8,1.3,29.4,100.0
2024-06-26 02:35:00,1338.6,1.3,29.4,100.0
2024-06-26 02:40:00,1338.6,1.5,29.5,100.0
2024-06-26 02:45:00,1338.6,1.2,29.7,100.0
2024-06-26 02:50:00,1338.5,1.5,29.9,100.0
2024-06-26 02:55:00,1338.5,1.2,28.7,100.0
2024-06-26 03:00:00,1338.6,1.3,28.8,100.0
2024-06-26 03:05:00,1338.7,1.2,29.0,100.0
2024-06-26 03:10:00,1338.6,1.0,29.2,100.0
2024-06-26 03:15:00,1338.5,1.3,29.5,100.0
2024-06-26 03:20:00,1338.6,1.0,29.4,100.0
2024-06-26 03:25:00,1338.5,1.5,29.5,100.0
2024-06-26 03:30:00,1338.6,1.6,29.7,100.0
2024-06-26 03:35:00,1338.6,1.3,29.8,100.0
2024-06-26 03:40:00,1338.5,1.0,28.3,100.0
2024-06-26 03:45:00,1338.5,1.3,28.5,100.0
2024-06-26 03:50:00,1338.6,1.5,28.6,100.0
2024-06-26 03:55:00,1338.7,1.4,28.8,100.0
2024-06-26 04:00:00,1338.7,1.4,28.5,100.0
2024-06-26 04:05:00,1338.3,1.2,28.6,100.0
2024-06-26 04:10:00,1338.6,1.4,28.7,100.0
2024-06-26 04:15:00,1338.4,1.3,28.9,100.0
2024-06-26 04:20:00,1338.6,1.4,29.0,100.0
2024-06-26 04:25:00,1338.5,1.4,28.3,100.0
2024-06-26 04:30:00,1338.5,1.5,28.2,100.0
2024-06-26 04:35:00,1338.6,1.1,28.3,100.0
2024-06-26 04:40:00,1338.7,1.5,28.5,100.0
2024-06-26 04:45:00,1338.6,1.3,28.6,100.0
2024-06-26 04:50:00,1338.4,1.3,28.1,100.0
2024-06-26 04:55:00,1338.5,1.4,28.2,100.0
2024-06-26 05:00:00,1338.5,1.3,28.3,100.0
2024-06-26 05:05:00,1338.6,1.3,28.5,100.0
2024-06-26 05:10:00,1338.5,1.3,27.9,100.0
2024-06-26 05:15:00,1338.5,1.1,27.5,100.0
2024-06-26 05:20:00,1338.5,1.0,27.7,100.0
2024-06-26 05:25:00,1338.5,1.1,27.8,100.0
2024-06-26 05:30:00,1338.5,0.3,28.0,100.0
2024-06-26 05:35:00,1338.6,1.5,27.8,100.0
2024-06-26 05:40:00,1338.5,1.4,27.8,100.0
2024-06-26 05:45:00,1338.6,1.1,27.9,100.0
2024-06-26 05:50:00,1338.6,1.2,28.0,100.0
2024-06-26 05:55:00,1338.6,1.3,28.2,100.0
2024-06-26 06:00:00,1338.5,1.0,27.6,100.0
2024-06-26 06:05:00,1338.4,1.4,27.6,100.0
2024-06-26 06:10:00,1338.4,1.4,27.7,100.0
2024-06-26 06:15:00,1338.6,1.4,27.9,100.0
2024-06-26 06:20:00,1338.3,1.4,28.0,100.0
2024-06-26 06:25:00,1338.4,1.3,27.2,100.0
2024-06-26 06:30:00,1338.5,1.0,27.3,100.0
2024-06-26 06:35:00,1338.5,1.3,27.5,100.0
2024-06-26 06:40:00,1338.5,1.2,27.7,100.0
2024-06-26 06:45:00,1338.5,1.4,27.8,100.0
2024-06-26 06:50:00,1338.4,1.1,27.3,100.0
2024-06-26 06:55:00,1338.4,1.5,27.5,100.0
2024-06-26 07:00:00,1338.4,0.2,27.7,100.0
2024-06-26 07:05:00,1338.4,-0.1,28.0,100.0
2024-06-26 07:10:00,1338.4,-1.3,27.6,100.0
2024-06-26 07:15:00,1337.9,-0.1,27.8,100.0
2024-06-26 07:20:00,1338.1,-0.8,27.8,100.0
2024-06-26 07:25:00,1338.5,1.1,27.8,100.0
2024-06-26 07:30:00,1338.6,1.2,28.0,100.0
2024-06-26 07:35:00,1338.7,1.2,28.1,100.0
2024-06-26 07:40:00,1338.7,1.1,28.3,100.0
2024-06-26 07:45:00,1338.7,1.3,28.6,100.0
2024-06-26 07:50:00,1338.7,1.2,28.8,100.0
2024-06-26 07:55:00,1338.8,1.6,29.1,100.0
2024-06-26 08:00:00,1338.8,1.5,29.4,100.0
2024-06-26 08:05:00,1338.8,1.4,29.7,100.0
2024-06-26 08:10:00,1338.8,0.0,30.0,100.0
2024-06-26 08:15:00,1338.9,1.4,30.2,100.0
2024-06-26 08:20:00,1338.9,0.1,30.6,100.0
2024-06-26 08:25:00,1338.9,1.6,30.8,100.0
2024-06-26 08:30:00,1338.9,1.4,31.2,100.0
2024-06-26 08:35:00,1338.9,0.2,31.4,100.0
2024-06-26 08:40:00,1339.0,0.2,31.8,100.0
2024-06-26 08:45:00,1338.9,0.1,32.1,100.0
2024-06-26 08:50:00,1339.0,0.0,32.5,100.0
2024-06-26 08:55:00,1339.0,0.2,32.8,100.0
2024-06-26 09:00:00,1339.0,0.0,33.1,100.0
2024-06-26 09:05:00,1339.0,1.0,33.5,100.0
2024-06-26 09:10:00,1339.0,0.2,33.8,100.0
2024-06-26 09:15:00,1339.0,0.1,34.1,100.0
2024-06-26 09:20:00,1339.0,0.1,34.4,100.0
2024-06-26 09:25:00,1339.0,0.1,34.7,100.0
2024-06-26 09:30:00,1339.0,0.5,35.0,100.0
2024-06-26 09:35:00,1339.0,0.3,35.3,100.0
2024-06-26 09:40:00,1339.1,1.1,35.7,100.0
2024-06-26 09:45:00,1339.0,0.2,36.0,100.0
2024-06-26 09:50:00,1339.1,0.1,36.2,100.0
2024-06-26 09:55:00,1339.1,0.1,36.5,100.0
2024-06-26 10:00:00,1339.2,1.3,36.8,100.0
2024-06-26 10:05:00,1339.1,-0.1,37.1,100.0
2024-06-26 10:10:00,1339.1,1.5,37.4,100.0
2024-06-26 10:15:00,1339.3,0.1,37.6,100.0
2024-06-26 10:20:00,1339.2,0.1,37.8,100.0
2024-06-26 10:25:00,1339.1,0.2,38.1,100.0
2024-06-26 10:30:00,1339.2,0.2,38.3,100.0
2024-06-26 10:35:00,1339.2,0.1,38.6,100.0
2024-06-26 10:40:00,1339.2,0.1,38.8,100.0
2024-06-26 10:45:00,1339.2,0.2,39.0,100.0
2024-06-26 10:50:00,1339.2,0.5,39.2,100.0
2024-06-26 10:55:00,1339.2,0.3,39.5,100.0
2024-06-26 11:00:00,1339.2,0.1,39.7,100.0
2024-06-26 11:05:00,1339.2,0.1,39.9,100.0
2024-06-26 11:10:00,1339.2,0.3,40.0,100.0
2024-06-26 11:15:00,1339.2,0.2,40.2,100.0
2024-06-26 11:20:00,1339.2,0.2,40.3,100.0
2024-06-26 11:25:00,1339.2,0.2,40.5,100.0
2024-06-26 11:30:00,1339.2,0.1,40.6,100.0
2024-06-26 11:35:00,1339.2,0.3,40.8,100.0
2024-06-26 11:40:00,1339.2,0.1,40.9,100.0
2024-06-26 11:45:00,1339.3,0.2,41.0,100.0
2024-06-26 11:50:00,1339.3,0.0,41.2,100.0
2024-06-26 11:55:00,1339.2,0.3,41.3,100.0
2024-06-26 12:00:00,1339.2,0.1,41.5,100.0
2024-06-26 12:05:00,1339.2,0.0,41.6,100.0
2024-06-26 12:10:00,1339.2,0.0,41.7,100.0
2024-06-26 12:15:00,1339.3,0.3,41.8,100.0
2024-06-26 12:20:00,1339.2,0.2,41.9,100.0
2024-06-26 12:25:00,1339.2,0.3,41.9,100.0
2024-06-26 12:30:00,1339.3,0.3,42.1,100.0
2024-06-26 12:35:00,1339.3,0.2,42.1,100.0
2024-06-26 12:40:00,1339.2,0.4,42.2,100.0
2024-06-26 12:45:00,1339.3,0.3,42.3,100.0
2024-06-26 12:50:00,1339.2,0.1,42.4,100.0
2024-06-26 12:55:00,1339.3,0.3,42.4,100.0
2024-06-26 13:00:00,1339.3,0.3,42.5,100.0
2024-06-26 13:05:00,1339.3,0.1,42.6,100.0
2024-06-26 13:10:00,1339.3,0.1,42.7,100.0
2024-06-26 13:15:00,1339.3,0.0,42.8,100.0
2024-06-26 13:20:00,1339.3,1.3,42.8,100.0
2024-06-26 13:25:00,1339.3,0.2,42.9,100.0
2024-06-26 13:30:00,1339.3,0.0,43.0,100.0
2024-06-26 13:35:00,1339.3,0.2,43.1,100.0
2024-06-26 13:40:00,1339.3,0.3,43.2,100.0
2024-06-26 13:45:00,1339.3,0.3,43.3,100.0
2024-06-26 13:50:00,1339.3,0.2,43.3,100.0
2024-06-26 13:55:00,1339.3,0.1,43.4,100.0
2024-06-26 14:00:00,1339.3,0.3,43.5,100.0
2024-06-26 14:05:00,1339.3,0.3,43.6,100.0
2024-06-26 14:10:00,1339.3,0.1,43.7,100.0
2024-06-26 14:15:00,1339.4,-0.1,43.8,100.0
2024-06-26 14:20:00,1339.3,0.2,43.9,100.0
2024-06-26 14:25:00,1339.3,0.1,44.0,100.0
2024-06-26 14:30:00,1339.3,0.5,44.1,100.0
2024-06-26 14:35:00,1339.3,0.3,44.2,100.0
2024-06-26 14:40:00,1339.3,0.0,44.3,100.0
2024-06-26 14:45:00,1339.3,0.4,44.3,100.0
2024-06-26 14:50:00,1339.4,0.1,44.4,100.0
2024-06-26 14:55:00,1339.3,0.5,44.5,100.0
2024-06-26 15:00:00,1339.4,0.2,44.6,100.0
2024-06-26 15:05:00,1339.3,0.0,44.7,100.0
2024-06-26 15:10:00,1339.3,0.2,44.7,100.0
2024-06-26 15:15:00,1339.3,0.2,44.8,100.0
2024-06-26 15:20:00,1339.2,0.1,44.9,100.0
2024-06-26 15:25:00,1339.2,0.4,44.9,100.0
2024-06-26 15:30:00,1339.1,0.3,45.0,100.0
2024-06-26 15:35:00,1339.2,-0.3,43.8,100.0
2024-06-26 15:40:00,1338.9,-0.6,43.7,100.0
2024-06-26 15:45:00,1338.8,-1.0,42.9,100.0
2024-06-26 15:50:00,1339.1,1.2,43.1,100.0
2024-06-26 15:55:00,1339.3,1.5,43.1,100.0
2024-06-26 16:00:00,1339.2,1.2,43.2,100.0
2024-06-26 16:05:00,1339.2,1.7,43.4,100.0
2024-06-26 16:10:00,1339.3,1.4,43.5,100.0
2024-06-26 16:15:00,1339.2,0.1,43.6,100.0
2024-06-26 16:20:00,1339.3,1.1,43.8,100.0
2024-06-26 16:25:00,1339.2,1.1,43.9,100.0
2024-06-26 16:30:00,1339.3,0.1,44.1,100.0
2024-06-26 16:35:00,1339.3,1.5,44.2,100.0
2024-06-26 16:40:00,1339.3,0.2,44.3,100.0
2024-06-26 16:45:00,1339.4,0.0,44.5,100.0
2024-06-26 16:50:00,1339.4,0.1,44.6,100.0
2024-06-26 16:55:00,1339.4,0.3,44.7,100.0
2024-06-26 17:00:00,1339.4,-0.1,44.8,100.0
2024-06-26 17:05:00,1339.3,0.2,45.0,100.0
2024-06-26 17:10:00,1339.4,0.3,45.1,100.0
2024-06-26 17:15:00,1339.4,0.4,45.2,100.0
2024-06-26 17:20:00,1339.3,0.2,45.3,100.0
2024-06-26 17:25:00,1339.3,0.3,45.4,100.0
2024-06-26 17:30:00,1339.4,0.0,45.5,100.0
2024-06-26 17:35:00,1339.4,0.6,45.6,100.0
2024-06-26 17:40:00,1339.4,0.2,45.7,100.0
2024-06-26 17:45:00,1339.4,0.3,45.8,100.0
2024-06-26 17:50:00,1339.4,0.1,45.8,100.0
2024-06-26 17:55:00,1339.3,0.1,46.0,100.0
2024-06-26 18:00:00,1339.0,0.0,46.0,100.0
2024-06-26 18:05:00,1339.4,0.4,46.1,100.0
2024-06-26 18:10:00,1339.4,0.6,46.2,100.0
2024-06-26 18:15:00,1339.4,0.3,46.2,100.0
2024-06-26 18:20:00,1339.4,0.3,46.3,100.0
2024-06-26 18:25:00,1339.4,0.1,46.4,100.0
2024-06-26 18:30:00,1339.4,0.3,46.5,100.0
2024-06-26 18:35:00,1339.4,0.3,46.5,100.0
2024-06-26 18:40:00,1339.4,0.5,46.6,100.0
2024-06-26 18:45:00,1339.4,0.5,46.6,100.0
2024-06-26 18:50:00,1339.4,0.3,46.7,100.0
2024-06-26 18:55:00,1339.6,0.4,46.7,100.0
2024-06-26 19:00:00,1339.3,0.1,46.7,100.0
2024-06-26 19:05:00,1339.4,0.5,46.7,100.0
2024-06-26 19:10:00,1339.4,0.3,46.7,100.0
2024-06-26 19:15:00,1339.3,0.3,46.7,100.0
2024-06-26 19:20:00,1339.4,0.3,46.7,100.0
2024-06-26 19:25:00,1339.4,0.4,46.7,100.0
2024-06-26 19:30:00,1339.3,0.4,46.7,100.0
2024-06-26 19:35:00,1339.3,0.1,46.7,100.0
2024-06-26 19:40:00,1339.3,0.2,46.7,100.0
2024-06-26 19:45:00,1339.3,-0.1,46.7,100.0
2024-06-26 19:50:00,1339.4,0.4,46.7,100.0
2024-06-26 19:55:00,1339.3,0.2,46.7,100.0
2024-06-26 20:00:00,1339.4,0.4,46.7,100.0
2024-06-26 20:05:00,1339.3,0.4,46.6,100.0
2024-06-26 20:10:00,1339.3,0.1,46.6,100.0
2024-06-26 20:15:00,1339.3,0.1,46.6,100.0
2024-06-26 20:20:00,1339.4,0.4,46.6,100.0
2024-06-26 20:25:00,1339.3,0.1,46.5,100.0
2024-06-26 20:30:00,1339.3,0.2,46.5,100.0
2024-06-26 20:35:00,1339.3,0.2,46.5,100.0
2024-06-26 20:40:00,1339.3,0.1,46.4,100.0
2024-06-26 20:45:00,1339.3,0.0,46.4,100.0
2024-06-26 20:50:00,1339.3,0.2,46.4,100.0
2024-06-26 20:55:00,1339.2,0.2,46.3,100.0
2024-06-26 21:00:00,1339.3,0.3,46.3,100.0
2024-06-26 21:05:00,1339.3,0.2,46.2,100.0
2024-06-26 21:10:00,1339.3,0.1,46.2,100.0
2024-06-26 21:15:00,1339.3,0.0,46.1,100.0
2024-06-26 21:20:00,1339.2,0.2,46.1,100.0
2024-06-26 21:25:00,1339.2,1.3,46.1,100.0
2024-06-26 21:30:00,1339.3,1.5,46.1,100.0
2024-06-26 21:35:00,1338.9,0.1,46.0,100.0
2024-06-26 21:40:00,1338.9,-1.3,45.9,100.0
2024-06-26 21:45:00,1339.1,-0.3,43.9,100.0
2024-06-26 21:50:00,1338.7,-0.4,39.3,100.0
2024-06-26 21:55:00,1339.0,-1.1,38.9,100.0
2024-06-26 22:00:00,1339.0,0.0,39.2,100.0
2024-06-26 22:05:00,1338.5,0.5,39.4,100.0
2024-06-26 22:10:00,1338.9,0.0,38.3,100.0
2024-06-26 22:15:00,1339.0,1.4,38.2,100.0
2024-06-26 22:20:00,1338.9,0.4,38.4,100.0
2024-06-26 22:25:00,1338.8,0.3,37.8,100.0
2024-06-26 22:30:00,1338.8,0.4,37.5,100.0
2024-06-26 22:35:00,1338.8,0.1,37.7,100.0
2024-06-26 22:40:00,1338.8,0.2,37.8,100.0
2024-06-26 22:45:00,1338.6,0.1,36.9,100.0
2024-06-26 22:50:00,1338.7,0.6,37.0,100.0
2024-06-26 22:55:00,1338.7,0.3,37.2,100.0
2024-06-26 23:00:00,1339.0,0.1,36.6,100.0
2024-06-26 23:05:00,1338.1,0.4,36.5,100.0
2024-06-26 23:10:00,1338.5,0.1,36.7,100.0
2024-06-26 23:15:00,1338.8,-0.1,36.7,100.0
2024-06-26 23:20:00,1338.8,0.2,35.3,100.0
2024-06-26 23:25:00,1338.6,0.1,35.4,100.0
2024-06-26 23:30:00,1338.8,1.5,35.6,100.0
2024-06-26 23:35:00,1338.4,0.0,35.0,100.0
2024-06-26 23:40:00,1338.7,0.2,34.5,100.0
2024-06-26 23:45:00,1338.5,0.4,34.7,100.0
2024-06-26 23:50:00,1338.5,0.2,34.9,100.0
2024-06-26 23:55:00,1338.5,0.3,35.0,100.0
2024-06-27 00:00:00,1338.6,1.5,35.0,100.0
2024-06-27 00:05:00,1338.4,1.2,35.2,100.0
2024-06-27 00:10:00,1338.7,0.0,35.3,100.0
2024-06-27 00:15:00,1338.6,1.3,34.9,100.0
2024-06-27 00:20:00,1338.7,1.5,35.0,100.0
2024-06-27 00:25:00,1338.5,1.0,35.1,100.0
2024-06-27 00:30:00,1338.6,0.1,34.9,100.0
2024-06-27 00:35:00,1338.7,1.3,34.3,100.0
2024-06-27 00:40:00,1338.8,1.5,34.5,100.0
2024-06-27 00:45:00,1338.5,0.2,34.5,100.0
2024-06-27 00:50:00,1338.6,0.0,34.2,100.0
2024-06-27 00:55:00,1338.7,1.4,34.1,100.0
2024-06-27 01:00:00,1338.6,0.1,34.2,100.0
2024-06-27 01:05:00,1338.7,0.1,34.3,100.0
2024-06-27 01:10:00,1338.7,0.0,33.6,100.0
2024-06-27 01:15:00,1338.6,0.1,33.7,100.0
