DATA,V,I,T,SOC
2024-06-18 15:50:00,1342.1,0.1,42.5,94.9
2024-06-18 15:55:00,1342.0,1.4,42.6,94.9
2024-06-18 16:00:00,1342.0,0.2,42.6,94.9
2024-06-18 16:05:00,1341.9,1.3,42.7,94.9
2024-06-18 16:10:00,1342.0,0.0,42.8,94.9
2024-06-18 16:15:00,1342.0,0.3,42.9,94.9
2024-06-18 16:20:00,1342.0,1.3,43.0,94.9
2024-06-18 16:25:00,1342.0,0.5,43.0,94.9
2024-06-18 16:30:00,1341.9,0.3,43.1,94.9
2024-06-18 16:35:00,1342.0,0.4,43.2,94.9
2024-06-18 16:40:00,1341.9,0.0,43.2,94.9
2024-06-18 16:45:00,1341.9,0.3,43.2,94.9
2024-06-18 16:50:00,1342.0,0.2,43.3,94.9
2024-06-18 16:55:00,1341.9,0.0,43.3,94.9
2024-06-18 17:00:00,1341.9,0.3,43.3,94.9
2024-06-18 17:05:00,1341.9,0.2,43.3,94.9
2024-06-18 17:10:00,1341.8,0.0,43.3,94.9
2024-06-18 17:15:00,1341.9,0.2,43.4,94.9
2024-06-18 17:20:00,1341.8,1.3,43.3,94.9
2024-06-18 17:25:00,1341.8,0.4,43.3,94.9
2024-06-18 17:30:00,1341.8,0.3,43.2,94.9
2024-06-18 17:35:00,1341.8,0.1,43.0,94.9
2024-06-18 17:40:00,1341.8,0.0,42.8,94.9
2024-06-18 17:45:00,1341.8,-0.1,42.7,94.9
2024-06-18 17:50:00,1341.7,0.1,42.6,94.9
2024-06-18 17:55:00,1341.6,1.3,42.4,94.9
2024-06-18 18:00:00,1341.8,0.2,42.3,94.9
2024-06-18 18:05:00,1341.6,0.9,42.2,94.9
2024-06-18 18:10:00,1341.7,1.4,42.1,94.9
2024-06-18 18:15:00,1341.6,1.3,42.0,94.9
2024-06-18 18:20:00,1341.6,1.4,41.9,94.9
2024-06-18 18:25:00,1341.6,1.3,41.9,94.9
2024-06-18 18:30:00,1341.6,1.5,41.8,94.9
2024-06-18 18:35:00,1341.7,1.4,41.7,94.9
2024-06-18 18:40:00,1341.6,1.5,41.7,94.9
2024-06-18 18:45:00,1341.6,1.4,41.7,94.9
2024-06-18 18:50:00,1341.6,1.3,41.7,94.9
2024-06-18 18:55:00,1341.6,1.5,41.7,94.9
2024-06-18 19:00:00,1341.6,0.0,41.6,94.9
2024-06-18 19:05:00,1341.7,0.3,41.6,94.9
2024-06-18 19:10:00,1341.6,0.2,41.6,94.9
2024-06-18 19:15:00,1341.6,0.2,41.6,94.9
2024-06-18 19:20:00,1341.6,1.3,41.5,94.9
2024-06-18 19:25:00,1341.5,1.4,41.5,94.9
2024-06-18 19:30:00,1341.6,0.1,41.5,94.9
2024-06-18 19:35:00,1341.6,0.1,41.4,94.9
2024-06-18 19:40:00,1341.6,1.6,41.4,94.9
2024-06-18 19:45:00,1341.5,-0.1,41.4,94.9
2024-06-18 19:50:00,1341.6,0.3,41.3,94.9
2024-06-18 19:55:00,1341.5,-0.1,41.3,94.9
2024-06-18 20:00:00,1341.6,0.1,41.3,94.9
2024-06-18 20:05:00,1341.5,1.1,41.3,94.9
2024-06-18 20:10:00,1341.6,0.0,41.2,94.9
2024-06-18 20:15:00,1341.5,1.4,41.2,94.9
2024-06-18 20:20:00,1341.6,0.9,41.1,94.9
2024-06-18 20:25:00,1341.5,0.1,41.1,94.9
2024-06-18 20:30:00,1341.5,0.0,41.0,94.9
2024-06-18 20:35:00,1341.5,1.3,41.0,94.9
2024-06-18 20:40:00,1341.5,0.2,41.0,94.9
2024-06-18 20:45:00,1341.5,0.1,40.9,94.9
2024-06-18 20:50:00,1341.4,0.2,40.9,94.9
2024-06-18 20:55:00,1341.4,1.3,40.8,94.9
2024-06-18 21:00:00,1341.3,0.1,40.8,94.9
2024-06-18 21:05:00,1341.3,0.1,40.7,94.9
2024-06-18 21:10:00,1341.4,0.2,40.3,94.9
2024-06-18 21:15:00,1341.5,0.5,32.8,94.9
2024-06-18 21:20:00,1341.1,0.1,33.0,94.9
2024-06-18 21:25:00,1341.2,0.0,33.3,94.9
2024-06-18 21:30:00,1341.3,0.4,33.3,94.9
2024-06-18 21:35:00,1340.9,0.1,31.7,94.9
2024-06-18 21:40:00,1341.0,0.0,31.9,94.9
2024-06-18 21:45:00,1341.0,0.8,32.1,94.9
2024-06-18 21:50:00,1341.0,0.3,32.3,94.9
2024-06-18 21:55:00,1341.0,0.0,31.8,94.9
2024-06-18 22:00:00,1341.0,1.5,31.9,94.9
2024-06-18 22:05:00,1341.2,1.6,32.1,94.9
2024-06-18 22:10:00,1341.0,0.2,32.2,94.9
2024-06-18 22:15:00,1340.9,0.4,31.6,94.9
2024-06-18 22:20:00,1341.0,1.4,31.7,94.9
2024-06-18 22:25:00,1341.1,0.0,31.9,94.9
2024-06-18 22:30:00,1340.9,0.2,31.8,94.9
2024-06-18 22:35:00,1341.0,1.2,30.6,94.9
2024-06-18 22:40:00,1341.0,1.5,30.8,94.9
2024-06-18 22:45:00,1340.8,1.4,30.9,94.9
2024-06-18 22:50:00,1340.8,0.0,31.1,94.9
2024-06-18 22:55:00,1340.9,1.3,30.7,94.9
2024-06-18 23:00:00,1340.9,1.4,30.8,94.9
2024-06-18 23:05:00,1340.9,0.1,31.0,94.9
2024-06-18 23:10:00,1340.9,0.1,31.2,94.9
2024-06-18 23:15:00,1340.9,1.3,30.1,94.9
2024-06-18 23:20:00,1340.9,1.2,30.2,94.9
2024-06-18 23:25:00,1340.9,1.5,30.4,94.9
2024-06-18 23:30:00,1340.9,1.3,30.6,94.9
2024-06-18 23:35:00,1340.8,1.0,30.5,94.9
2024-06-18 23:40:00,1340.9,1.1,30.5,94.9
2024-06-18 23:45:00,1340.9,0.1,30.6,94.9
2024-06-18 23:50:00,1340.8,0.3,30.8,94.9
2024-06-18 23:55:00,1340.8,1.4,30.5,94.9
2024-06-19 00:00:00,1340.8,0.1,30.4,94.9
2024-06-19 00:05:00,1340.8,1.3,30.5,94.9
2024-06-19 00:10:00,1340.9,1.5,30.7,94.9
2024-06-19 00:15:00,1340.9,0.1,30.5,94.9
2024-06-19 00:20:00,1341.0,1.6,30.4,94.9
2024-06-19 00:25:00,1341.0,0.2,30.5,94.9
2024-06-19 00:30:00,1341.0,0.1,30.7,94.9
2024-06-19 00:35:00,1340.8,0.1,30.5,94.9
2024-06-19 00:40:00,1340.9,1.4,30.3,94.9
2024-06-19 00:45:00,1340.8,1.3,30.4,94.9
2024-06-19 00:50:00,1340.9,1.4,30.6,94.9
2024-06-19 00:55:00,1340.8,1.6,30.3,94.9
2024-06-19 01:00:00,1340.8,0.0,30.0,94.9
2024-06-19 01:05:00,1340.8,1.4,30.1,94.9
2024-06-19 01:10:00,1340.8,-0.1,30.3,94.9
2024-06-19 01:15:00,1341.0,0.0,30.3,94.9
2024-06-19 01:20:00,1340.8,1.3,29.8,94.9
2024-06-19 01:25:00,1340.9,0.0,30.0,94.9
2024-06-19 01:30:00,1340.7,1.6,30.1,94.9
2024-06-19 01:35:00,1340.8,0.2,30.3,94.9
2024-06-19 01:40:00,1340.7,1.4,29.7,94.9
2024-06-19 01:45:00,1340.7,1.6,29.8,94.9
2024-06-19 01:50:00,1340.8,1.4,30.0,94.9
2024-06-19 01:55:00,1340.8,1.5,30.1,94.9
2024-06-19 02:00:00,1340.7,0.2,29.6,94.9
2024-06-19 02:05:00,1340.7,1.4,29.6,94.9
2024-06-19 02:10:00,1340.8,0.2,29.7,94.9
2024-06-19 02:15:00,1340.8,0.2,30.0,94.9
2024-06-19 02:20:00,1340.7,0.2,29.5,94.9
2024-06-19 02:25:00,1340.6,0.0,29.3,94.9
2024-06-19 02:30:00,1340.7,1.1,29.5,94.9
2024-06-19 02:35:00,1340.7,0.2,29.6,94.9
2024-06-19 02:40:00,1340.7,1.0,29.4,94.9
2024-06-19 02:45:00,1340.7,1.4,29.2,94.9
2024-06-19 02:50:00,1340.6,1.4,29.3,94.9
2024-06-19 02:55:00,1340.7,-0.1,29.5,94.9
2024-06-19 03:00:00,1340.7,0.2,29.6,94.9
2024-06-19 03:05:00,1340.7,1.4,29.1,94.9
2024-06-19 03:10:00,1340.4,1.2,29.2,94.9
2024-06-19 03:15:00,1340.7,0.1,29.3,94.9
2024-06-19 03:20:00,1340.7,1.3,29.5,94.9
2024-06-19 03:25:00,1340.8,1.3,28.3,94.9
2024-06-19 03:30:00,1340.6,0.2,28.0,94.9
2024-06-19 03:35:00,1340.6,1.3,28.2,94.9
2024-06-19 03:40:00,1340.6,0.2,28.4,94.9
2024-06-19 03:45:00,1340.7,0.1,28.2,94.9
2024-06-19 03:50:00,1340.7,0.0,27.6,94.9
2024-06-19 03:55:00,1340.7,1.4,27.7,94.9
2024-06-19 04:00:00,1340.7,1.6,27.9,94.9
2024-06-19 04:05:00,1340.6,0.2,28.1,94.9
2024-06-19 04:10:00,1340.6,0.1,27.7,94.9
2024-06-19 04:15:00,1340.6,1.2,27.7,94.9
2024-06-19 04:20:00,1340.6,1.2,27.9,94.9
2024-06-19 04:25:00,1340.7,-0.1,28.1,94.9
2024-06-19 04:30:00,1340.5,0.3,28.0,94.9
2024-06-19 04:35:00,1335.8,73.6,34.5,94.8
2024-06-19 04:40:00,1320.9,432.5,53.4,93.7
2024-06-19 04:45:00,1312.5,794.7,50.2,91.1
2024-06-19 04:50:00,1331.9,17.0,43.1,88.0
2024-06-19 04:55:00,1334.5,16.3,49.0,88.0
2024-06-19 05:00:00,1335.2,19.2,56.8,88.0
2024-06-19 05:05:00,1335.7,16.8,63.6,88.0
2024-06-19 05:10:00,1335.9,16.9,35.7,88.0
2024-06-19 05:15:00,1336.1,14.8,43.7,88.0
2024-06-19 05:20:00,1336.1,14.1,51.7,88.0
2024-06-19 05:25:00,1336.3,16.8,59.0,88.0
2024-06-19 05:30:00,1336.5,15.9,44.4,88.0
2024-06-19 05:35:00,1327.5,287.7,41.0,87.6
2024-06-19 05:40:00,1315.1,652.7,53.8,85.7
2024-06-19 05:45:00,1305.7,944.7,56.0,82.4
2024-06-19 05:50:00,1303.2,952.4,58.9,78.4
2024-06-19 05:55:00,1299.9,952.5,59.4,74.4
2024-06-19 06:00:00,1297.7,951.3,60.2,70.5
2024-06-19 06:05:00,1295.9,954.8,60.3,66.4
2024-06-19 06:10:00,1294.7,952.0,61.2,62.4
2024-06-19 06:15:00,1292.5,991.2,62.8,58.3
2024-06-19 06:20:00,1290.8,991.9,63.7,54.1
2024-06-19 06:25:00,1288.7,994.9,63.9,50.0
2024-06-19 06:30:00,1286.2,994.1,64.2,45.8
2024-06-19 06:35:00,1282.7,995.3,63.1,41.6
2024-06-19 06:40:00,1313.1,1.4,41.5,39.7
2024-06-19 06:45:00,1316.2,1.2,41.1,39.7
2024-06-19 06:50:00,1317.5,1.2,40.7,39.7
2024-06-19 06:55:00,1318.3,1.3,40.4,39.7
2024-06-19 07:00:00,1318.7,1.1,40.0,39.7
2024-06-19 07:05:00,1319.1,1.2,39.7,39.7
2024-06-19 07:10:00,1319.3,1.4,39.4,39.7
2024-06-19 07:15:00,1319.5,1.2,39.2,39.7
2024-06-19 07:20:00,1319.7,0.3,38.9,39.7
2024-06-19 07:25:00,1319.8,0.3,38.7,39.7
2024-06-19 07:30:00,1319.9,-0.1,38.5,39.7
2024-06-19 07:35:00,1319.9,1.3,38.4,39.7
2024-06-19 07:40:00,1320.1,0.1,38.3,39.7
2024-06-19 07:45:00,1320.2,-0.1,38.2,39.7
2024-06-19 07:50:00,1320.1,0.1,38.1,39.7
2024-06-19 07:55:00,1320.3,0.2,38.0,39.7
2024-06-19 08:00:00,1320.3,-0.1,37.8,39.7
2024-06-19 08:05:00,1320.3,1.2,37.8,39.7
2024-06-19 08:10:00,1320.4,0.1,37.6,39.7
2024-06-19 08:15:00,1320.5,0.3,37.5,39.7
2024-06-19 08:20:00,1320.4,0.8,37.5,39.7
2024-06-19 08:25:00,1320.5,0.9,37.4,39.7
2024-06-19 08:30:00,1320.6,0.3,37.3,39.7
2024-06-19 08:35:00,1320.5,0.0,37.3,39.7
2024-06-19 08:40:00,1320.6,0.2,37.2,39.7
2024-06-19 08:45:00,1320.6,0.2,37.1,39.7
2024-06-19 08:50:00,1320.6,0.2,37.1,39.7
2024-06-19 08:55:00,1320.6,0.1,37.0,39.7
2024-06-19 09:00:00,1320.7,0.1,37.0,39.7
2024-06-19 09:05:00,1320.6,0.2,36.9,39.7
2024-06-19 09:10:00,1320.6,0.5,36.9,39.7
2024-06-19 09:15:00,1320.7,0.3,36.8,39.7
2024-06-19 09:20:00,1320.6,0.3,36.8,39.7
2024-06-19 09:25:00,1320.7,0.0,36.8,39.7
2024-06-19 09:30:00,1320.8,0.3,36.7,39.7
2024-06-19 09:35:00,1320.8,0.1,36.7,39.7
2024-06-19 09:40:00,1320.8,0.4,36.7,39.7
2024-06-19 09:45:00,1320.8,0.1,36.7,39.7
2024-06-19 09:50:00,1320.8,0.2,36.7,39.7
2024-06-19 09:55:00,1320.8,0.3,36.7,39.7
2024-06-19 10:00:00,1320.8,0.2,36.7,39.7
2024-06-19 10:05:00,1323.5,-32.4,47.5,40.0
2024-06-19 10:10:00,1321.9,0.4,45.8,40.0
2024-06-19 10:15:00,1321.7,0.3,44.9,40.0
2024-06-19 10:20:00,1321.6,0.1,44.2,40.0
2024-06-19 10:25:00,1321.6,0.3,43.6,40.0
2024-06-19 10:30:00,1321.5,0.2,43.2,40.0
2024-06-19 10:35:00,1321.5,0.0,42.8,40.0
2024-06-19 10:40:00,1321.5,0.3,42.4,40.0
2024-06-19 10:45:00,1321.5,0.6,42.1,40.0
2024-06-19 10:50:00,1321.5,0.5,41.9,40.0
2024-06-19 10:55:00,1321.5,0.3,41.7,40.0
2024-06-19 11:00:00,1321.5,0.1,41.5,40.0
2024-06-19 11:05:00,1321.5,0.3,41.4,40.0
2024-06-19 11:10:00,1321.6,0.2,41.3,40.0
2024-06-19 11:15:00,1321.5,0.3,41.1,40.0
2024-06-19 11:20:00,1321.6,0.2,41.0,40.0
2024-06-19 11:25:00,1321.5,0.4,41.0,40.0
2024-06-19 11:30:00,1321.6,0.4,40.9,40.0
2024-06-19 11:35:00,1321.5,0.2,40.8,40.0
2024-06-19 11:40:00,1321.6,0.4,40.7,40.0
2024-06-19 11:45:00,1321.6,0.2,40.6,40.0
2024-06-19 11:50:00,1339.7,-343.5,64.6,41.0
2024-06-19 11:55:00,1341.4,-345.8,48.4,42.5
2024-06-19 12:00:00,1341.8,-344.5,47.8,43.9
2024-06-19 12:05:00,1341.7,-346.6,47.7,45.4
2024-06-19 12:10:00,1341.5,-345.6,47.7,46.8
2024-06-19 12:15:00,1341.3,-344.3,47.8,48.3
2024-06-19 12:20:00,1341.3,-347.1,48.0,49.7
2024-06-19 12:25:00,1341.1,-344.3,48.1,51.1
2024-06-19 12:30:00,1341.3,-344.0,48.3,52.6
2024-06-19 12:35:00,1341.0,-346.8,48.5,54.0
2024-06-19 12:40:00,1341.4,-343.8,48.5,55.5
2024-06-19 12:45:00,1346.9,-516.0,54.2,57.4
2024-06-19 12:50:00,1347.1,-512.5,54.7,59.6
2024-06-19 12:55:00,1347.9,-512.7,55.1,61.8
2024-06-19 13:00:00,1333.5,-85.9,46.6,62.6
2024-06-19 13:05:00,1330.0,1.2,42.4,62.6
2024-06-19 13:10:00,1329.3,1.3,42.0,62.6
2024-06-19 13:15:00,1329.0,1.4,41.7,62.6
2024-06-19 13:20:00,1328.8,1.2,41.5,62.6
2024-06-19 13:25:00,1328.6,0.1,41.3,62.6
2024-06-19 13:30:00,1328.5,-0.1,41.0,62.6
2024-06-19 13:35:00,1328.4,0.0,40.7,62.6
2024-06-19 13:40:00,1328.3,-0.1,40.5,62.6
2024-06-19 13:45:00,1328.2,0.1,40.3,62.6
2024-06-19 13:50:00,1328.1,0.5,40.2,62.6
2024-06-19 13:55:00,1328.1,0.1,40.1,62.6
2024-06-19 14:00:00,1328.1,0.0,40.0,62.6
2024-06-19 14:05:00,1328.0,0.3,40.0,62.6
2024-06-19 14:10:00,1328.0,0.1,39.9,62.6
2024-06-19 14:15:00,1328.0,0.3,39.8,62.6
2024-06-19 14:20:00,1328.0,0.0,39.8,62.6
2024-06-19 14:25:00,1327.9,0.2,39.8,62.6
2024-06-19 14:30:00,1327.9,0.0,39.7,62.6
2024-06-19 14:35:00,1327.8,0.2,39.7,62.6
2024-06-19 14:40:00,1327.8,0.3,39.6,62.6
2024-06-19 14:45:00,1327.8,0.2,39.6,62.6
2024-06-19 14:50:00,1327.7,0.3,39.4,62.6
2024-06-19 14:55:00,1327.8,0.3,39.4,62.6
2024-06-19 15:00:00,1327.7,0.9,39.4,62.6
2024-06-19 15:05:00,1327.7,0.0,39.4,62.6
2024-06-19 15:10:00,1327.7,0.2,39.4,62.6
2024-06-19 15:15:00,1327.7,0.2,39.4,62.6
2024-06-19 15:20:00,1327.7,1.3,39.4,62.6
2024-06-19 15:25:00,1327.6,0.1,39.4,62.6
2024-06-19 15:30:00,1346.1,-345.1,59.8,63.3
2024-06-19 15:35:00,1331.3,-16.7,52.3,63.5
2024-06-19 15:40:00,1330.5,-15.6,44.1,63.5
2024-06-19 15:45:00,1334.1,-14.7,58.2,64.1
2024-06-19 15:50:00,1331.0,-14.9,61.8,64.1
2024-06-19 15:55:00,1330.9,-14.1,42.7,64.1
2024-06-19 16:00:00,1330.5,-15.6,51.7,64.1
2024-06-19 16:05:00,1336.0,-170.5,61.0,64.1
2024-06-19 16:10:00,1350.7,-428.7,52.3,65.8
2024-06-19 16:15:00,1348.9,-341.8,49.6,67.6
2024-06-19 16:20:00,1339.7,-85.6,51.9,68.4
2024-06-19 16:25:00,1337.7,-87.2,61.3,68.8
2024-06-19 16:30:00,1337.8,-87.9,45.5,69.1
2024-06-19 16:35:00,1338.1,-86.4,49.1,69.4
2024-06-19 16:40:00,1338.5,-85.8,59.7,69.8
2024-06-19 16:45:00,1336.3,0.0,44.3,70.2
2024-06-19 16:50:00,1334.0,1.5,36.3,70.2
2024-06-19 16:55:00,1333.3,1.6,36.7,70.2
2024-06-19 17:00:00,1332.9,1.5,37.0,70.2
2024-06-19 17:05:00,1332.6,1.3,37.1,70.2
2024-06-19 17:10:00,1332.4,0.9,37.4,70.2
2024-06-19 17:15:00,1332.2,1.2,37.5,70.2
2024-06-19 17:20:00,1332.1,1.6,37.7,70.2
2024-06-19 17:25:00,1332.0,1.4,37.8,70.2
2024-06-19 17:30:00,1331.9,1.2,38.0,70.2
2024-06-19 17:35:00,1331.8,0.6,38.1,70.2
2024-06-19 17:40:00,1331.8,1.3,38.2,70.2
2024-06-19 17:45:00,1331.7,1.5,38.4,70.2
2024-06-19 17:50:00,1331.6,0.1,38.5,70.2
2024-06-19 17:55:00,1331.6,1.4,38.6,70.2
2024-06-19 18:00:00,1331.5,0.0,38.7,70.2
2024-06-19 18:05:00,1331.5,1.5,38.9,70.2
2024-06-19 18:10:00,1331.4,1.4,38.9,70.2
2024-06-19 18:15:00,1331.3,1.5,39.0,70.2
2024-06-19 18:20:00,1331.3,0.1,39.2,70.2
2024-06-19 18:25:00,1331.3,1.3,39.2,70.2
2024-06-19 18:30:00,1331.3,1.4,39.3,70.2
2024-06-19 18:35:00,1331.3,1.5,39.4,70.2
2024-06-19 18:40:00,1331.3,1.3,39.5,70.2
2024-06-19 18:45:00,1331.3,1.3,39.6,70.2
2024-06-19 18:50:00,1331.2,0.2,39.7,70.2
2024-06-19 18:55:00,1331.2,0.3,39.7,70.2
2024-06-19 19:00:00,1331.2,1.3,39.8,70.2
2024-06-19 19:05:00,1331.1,0.2,39.9,70.2
2024-06-19 19:10:00,1331.2,0.4,40.0,70.2
2024-06-19 19:15:00,1331.1,1.4,40.0,70.2
2024-06-19 19:20:00,1331.1,-0.2,40.0,70.2
2024-06-19 19:25:00,1331.1,0.2,40.1,70.2
2024-06-19 19:30:00,1331.1,0.1,40.1,70.2
2024-06-19 19:35:00,1331.0,1.2,40.2,70.2
2024-06-19 19:40:00,1331.0,1.5,40.2,70.2
2024-06-19 19:45:00,1331.1,0.0,40.2,70.2
2024-06-19 19:50:00,1331.0,0.8,40.2,70.2
2024-06-19 19:55:00,1330.9,1.2,40.2,70.2
2024-06-19 20:00:00,1331.0,0.1,40.2,70.2
2024-06-19 20:05:00,1331.0,0.3,40.2,70.2
2024-06-19 20:10:00,1330.9,0.2,40.2,70.2
2024-06-19 20:15:00,1330.9,0.2,40.2,70.2
2024-06-19 20:20:00,1330.9,1.4,40.2,70.2
2024-06-19 20:25:00,1330.9,1.4,40.2,70.2
2024-06-19 20:30:00,1330.9,0.1,40.2,70.2
2024-06-19 20:35:00,1330.9,1.4,40.2,70.2
2024-06-19 20:40:00,1330.9,0.1,40.1,70.2
2024-06-19 20:45:00,1330.9,1.1,40.1,70.2
2024-06-19 20:50:00,1330.9,0.1,40.0,70.2
2024-06-19 20:55:00,1331.0,1.1,40.0,70.2
2024-06-19 21:00:00,1330.8,1.3,39.9,70.2
2024-06-19 21:05:00,1329.7,15.2,44.8,70.2
2024-06-19 21:10:00,1328.7,18.3,53.4,70.2
2024-06-19 21:15:00,1328.2,15.0,61.7,70.2
2024-06-19 21:20:00,1327.7,15.2,43.3,70.2
2024-06-19 21:25:00,1327.4,18.4,45.2,70.2
2024-06-19 21:30:00,1327.1,15.7,53.9,70.2
2024-06-19 21:35:00,1326.9,13.6,61.5,70.2
2024-06-19 21:40:00,1326.5,18.4,44.0,70.2
2024-06-19 21:45:00,1326.3,14.9,44.0,70.2
2024-06-19 21:50:00,1326.1,15.2,52.6,70.2
2024-06-19 21:55:00,1326.0,17.7,60.3,70.2
2024-06-19 22:00:00,1325.8,17.4,45.0,70.2
2024-06-19 22:05:00,1325.4,14.5,42.3,70.2
2024-06-19 22:10:00,1325.5,18.3,51.0,70.2
2024-06-19 22:15:00,1325.2,16.3,58.8,70.2
2024-06-19 22:20:00,1325.0,16.2,55.4,70.2
2024-06-19 22:25:00,1326.4,0.0,33.1,70.2
2024-06-19 22:30:00,1326.7,1.3,33.6,70.2
2024-06-19 22:35:00,1326.9,1.3,34.0,70.2
2024-06-19 22:40:00,1327.0,1.4,34.2,70.2
2024-06-19 22:45:00,1327.1,0.5,34.4,70.2
2024-06-19 22:50:00,1327.1,0.0,34.7,70.2
2024-06-19 22:55:00,1327.3,0.1,34.9,70.2
2024-06-19 23:00:00,1327.3,0.2,35.0,70.2
2024-06-19 23:05:00,1327.3,0.1,35.2,70.2
2024-06-19 23:10:00,1327.4,0.1,35.3,70.2
2024-06-19 23:15:00,1327.4,1.5,35.5,70.2
2024-06-19 23:20:00,1327.4,0.2,35.6,70.2
2024-06-19 23:25:00,1327.4,0.1,35.7,70.2
2024-06-19 23:30:00,1327.4,0.2,35.8,70.2
2024-06-19 23:35:00,1327.5,-0.1,35.9,70.2
2024-06-19 23:40:00,1327.5,0.5,36.0,70.2
2024-06-19 23:45:00,1327.5,1.5,36.0,70.2
2024-06-19 23:50:00,1327.5,1.5,36.1,70.2
2024-06-19 23:55:00,1327.4,0.0,36.2,70.2
2024-06-20 00:00:00,1327.5,0.1,36.3,70.2
2024-06-20 00:05:00,1327.6,0.2,36.4,70.2
2024-06-20 00:10:00,1327.5,1.5,36.4,70.2
2024-06-20 00:15:00,1327.6,0.0,36.5,70.2
2024-06-20 00:20:00,1327.6,1.3,36.5,70.2
2024-06-20 00:25:00,1327.5,0.1,36.6,70.2
2024-06-20 00:30:00,1327.6,0.3,36.6,70.2
2024-06-20 00:35:00,1327.7,0.1,36.7,70.2
2024-06-20 00:40:00,1327.6,0.3,36.7,70.2
2024-06-20 00:45:00,1327.5,1.4,36.7,70.2
2024-06-20 00:50:00,1327.6,0.9,36.7,70.2
2024-06-20 00:55:00,1327.6,0.0,36.7,70.2
2024-06-20 01:00:00,1327.7,0.7,36.7,70.2
2024-06-20 01:05:00,1327.7,0.1,36.7,70.2
2024-06-20 01:10:00,1327.6,0.0,36.7,70.2
2024-06-20 01:15:00,1327.7,0.2,36.7,70.2
2024-06-20 01:20:00,1327.6,0.1,36.7,70.2
2024-06-20 01:25:00,1327.6,0.3,36.7,70.2
2024-06-20 01:30:00,1327.6,0.0,36.7,70.2
2024-06-20 01:35:00,1327.6,0.1,36.7,70.2
2024-06-20 01:40:00,1327.6,0.1,36.6,70.2
2024-06-20 01:45:00,1327.6,0.0,36.6,70.2
2024-06-20 01:50:00,1327.6,1.4,36.6,70.2
2024-06-20 01:55:00,1327.7,1.4,36.6,70.2
2024-06-20 02:00:00,1327.6,1.5,36.6,70.2
2024-06-20 02:05:00,1327.6,1.0,36.5,70.2
2024-06-20 02:10:00,1327.6,0.2,36.5,70.2
2024-06-20 02:15:00,1327.6,0.5,36.5,70.2
2024-06-20 02:20:00,1327.6,1.3,36.5,70.2
2024-06-20 02:25:00,1327.7,0.1,36.4,70.2
2024-06-20 02:30:00,1327.6,0.1,36.4,70.2
2024-06-20 02:35:00,1327.6,1.4,36.4,70.2
2024-06-20 02:40:00,1327.6,-0.1,36.4,70.2
2024-06-20 02:45:00,1327.6,1.7,36.4,70.2
2024-06-20 02:50:00,1327.7,0.1,36.3,70.2
2024-06-20 02:55:00,1327.7,0.1,36.3,70.2
2024-06-20 03:00:00,1327.6,0.0,36.3,70.2
2024-06-20 03:05:00,1327.6,1.4,36.2,70.2
2024-06-20 03:10:00,1327.6,1.5,36.2,70.2
2024-06-20 03:15:00,1327.7,1.3,36.2,70.2
2024-06-20 03:20:00,1327.6,1.4,36.1,70.2
2024-06-20 03:25:00,1327.7,0.0,36.1,70.2
2024-06-20 03:30:00,1327.6,1.5,36.1,70.2
2024-06-20 03:35:00,1327.6,1.5,36.0,70.2
2024-06-20 03:40:00,1327.5,0.1,36.0,70.2
2024-06-20 03:45:00,1327.6,1.3,36.0,70.2
2024-06-20 03:50:00,1327.6,0.7,36.0,70.2
2024-06-20 03:55:00,1327.7,1.3,35.9,70.2
2024-06-20 04:00:00,1327.7,1.1,35.9,70.2
2024-06-20 04:05:00,1327.6,0.1,35.9,70.2
2024-06-20 04:10:00,1327.6,0.1,35.8,70.2
2024-06-20 04:15:00,1327.6,1.2,35.8,70.2
2024-06-20 04:20:00,1327.6,0.1,35.8,70.2
2024-06-20 04:25:00,1327.6,0.1,35.7,70.2
2024-06-20 04:30:00,1327.6,-0.1,35.7,70.2
2024-06-20 04:35:00,1327.6,0.2,35.7,70.2
2024-06-20 04:40:00,1327.6,0.8,35.7,70.2
2024-06-20 04:45:00,1327.5,1.2,35.6,70.2
2024-06-20 04:50:00,1327.6,0.0,35.6,70.2
2024-06-20 04:55:00,1327.6,0.0,35.5,70.2
2024-06-20 05:00:00,1327.5,1.1,35.5,70.2
2024-06-20 05:05:00,1327.6,0.0,35.4,70.2
2024-06-20 05:10:00,1327.6,0.3,35.3,70.2
2024-06-20 05:15:00,1327.6,1.3,35.3,70.2
2024-06-20 05:20:00,1327.5,1.3,35.3,70.2
2024-06-20 05:25:00,1327.6,1.3,35.3,70.2
2024-06-20 05:30:00,1327.6,1.4,35.2,70.2
2024-06-20 05:35:00,1327.6,1.4,35.2,70.2
2024-06-20 05:40:00,1327.6,1.4,35.2,70.2
2024-06-20 05:45:00,1327.5,1.5,35.1,70.2
2024-06-20 05:50:00,1327.6,1.4,35.1,70.2
2024-06-20 05:55:00,1327.6,1.4,35.1,70.2
2024-06-20 06:00:00,1327.6,1.2,35.0,70.2
2024-06-20 06:05:00,1327.5,1.3,35.0,70.2
2024-06-20 06:10:00,1327.6,0.1,35.0,70.2
2024-06-20 06:15:00,1327.6,1.4,34.9,70.2
2024-06-20 06:20:00,1327.5,0.1,34.9,70.2
2024-06-20 06:25:00,1327.5,1.5,34.8,70.2
